"location","variable","estimate","year","trait1","trait2","trait3","trait4","trait5","trait6"
"Washington","S0802_C03_036",20.2,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Washington","S0802_C03_037",38279,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
"Washington","S0802_C03_038",257345,2021,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined",NA,NA
"Washington","S0802_C03_039",5.6,2021,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","Below 100 percent of the poverty level",NA
"Washington","S0802_C03_040",6.1,2021,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","100 to 149 percent of the poverty level",NA
"Washington","S0802_C03_041",88.2,2021,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","At or above 150 percent of the poverty level",NA
"Washington","S0802_C03_042",259225,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over",NA,NA,NA
"Washington","S0802_C03_043",28,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Management, business, science, and arts occupations",NA
"Washington","S0802_C03_044",18.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Service occupations",NA
"Washington","S0802_C03_045",17.7,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Sales and office occupations",NA
"Washington","S0802_C03_046",17.5,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Natural resources, construction, and maintenance occupations",NA
"Washington","S0802_C03_047",17.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Production, transportation, and material moving occupations",NA
"Washington","S0802_C03_048",0.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Military specific occupations",NA
"Washington","S0802_C03_049",5.5,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Agriculture, forestry, fishing and hunting, and mining",NA
"Washington","S0802_C03_050",11.5,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Construction",NA
"Washington","S0802_C03_051",9.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Manufacturing",NA
"Washington","S0802_C03_052",2.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Wholesale trade",NA
"Washington","S0802_C03_053",13.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Retail trade",NA
"Washington","S0802_C03_054",6.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Transportation and warehousing, and utilities",NA
"Washington","S0802_C03_055",4.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Information and finance and insurance, and real estate and rental and leasing",NA
"Washington","S0802_C03_056",8.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Professional, scientific, management, and administrative and waste management services",NA
"Washington","S0802_C03_057",19.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Educational services, and health care and social assistance",NA
"Washington","S0802_C03_058",9.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Arts, entertainment, and recreation, and accommodation and food services",NA
"Washington","S0802_C03_059",2.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Other services (except public administration)",NA
"Washington","S0802_C03_060",3.7,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Public administration",NA
"Washington","S0802_C03_061",2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Armed forces",NA
"Washington","S0802_C03_062",79.7,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Private wage and salary workers",NA
"Washington","S0802_C03_063",14.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Government workers",NA
"Washington","S0802_C03_064",5.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Self-employed workers in own not incorporated business",NA
"Washington","S0802_C03_065",0.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Unpaid family workers",NA
"Washington","S0802_C03_066",97,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked in state of residence",NA
"Washington","S0802_C03_067",77.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked in county of residence"
"Washington","S0802_C03_068",19.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked outside county of residence"
"Washington","S0802_C03_069",3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked outside state of residence",NA
"Washington","S0802_C03_070",259225,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home",NA,NA,NA
"Washington","S0802_C03_071",9.5,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","12:00 a.m. to 4:59 a.m.",NA
"Washington","S0802_C03_072",5.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:00 a.m. to 5:29 a.m.",NA
"Washington","S0802_C03_073",7.5,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:30 a.m. to 5:59 a.m.",NA
"Washington","S0802_C03_074",9.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:00 a.m. to 6:29 a.m.",NA
"Washington","S0802_C03_075",9.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Washington","S0802_C03_076",11.7,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Washington","S0802_C03_077",9.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Washington","S0802_C03_078",8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Washington","S0802_C03_079",3.7,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Washington","S0802_C03_080",25.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Washington","S0802_C03_081",11.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Washington","S0802_C03_082",11.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Washington","S0802_C03_083",15.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Washington","S0802_C03_084",13.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Washington","S0802_C03_085",6.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Washington","S0802_C03_086",14.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Washington","S0802_C03_087",7.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Washington","S0802_C03_088",9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Washington","S0802_C03_089",11.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Washington","S0802_C03_090",28.5,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Washington","S0802_C03_091",257049,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households",NA,NA,NA
"Washington","S0802_C03_092",59.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Washington","S0802_C03_093",40.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Washington","S0802_C03_094",2.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Washington","S0802_C03_095",16.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Washington","S0802_C03_096",34.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Washington","S0802_C03_097",46.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Washington","S0802_C03_098",NA,2021,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Washington","S0802_C03_099",NA,2021,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Washington","S0802_C03_100",NA,2021,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Travel time to work",NA,NA
"Washington","S0802_C03_101",NA,2021,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Vehicles available",NA,NA
"Washington","S0802_C04_001",77898,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over",NA,NA,NA
"Washington","S0802_C04_002",3.9,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","16 to 19 years",NA
"Washington","S0802_C04_003",15.2,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","20 to 24 years",NA
"Washington","S0802_C04_004",48.7,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","25 to 44 years",NA
"Washington","S0802_C04_005",16.5,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","45 to 54 years",NA
"Washington","S0802_C04_006",6.2,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","55 to 59 years",NA
"Washington","S0802_C04_007",9.5,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","60 years and over",NA
"Washington","S0802_C04_008",35.5,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","Median age (years)",NA
"Washington","S0802_C04_009",53.8,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","SEX","Male",NA
"Washington","S0802_C04_010",46.2,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","SEX","Female",NA
"Washington","S0802_C04_011",87.4,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race",NA
"Washington","S0802_C04_012",50.5,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","White"
"Washington","S0802_C04_013",10.9,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Black or African American"
"Washington","S0802_C04_014",0.9,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Washington","S0802_C04_015",18.1,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Washington","S0802_C04_016",0.7,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Washington","S0802_C04_017",6.3,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Washington","S0802_C04_018",12.6,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Washington","S0802_C04_019",13.2,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Washington","S0802_C04_020",48,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Washington","S0802_C04_021",74,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Washington","S0802_C04_022",26,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Washington","S0802_C04_023",10.9,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Washington","S0802_C04_024",15.1,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Washington","S0802_C04_025",28.7,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Washington","S0802_C04_026",17.1,2021,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
